FromStationCode,ToStationCode,DistanceMiles,DistanceMinutes
K05,G02,14.49,39.0
K05,G03,15.46,42.0
K05,G04,16.94,45.0
K05,G05,18.26,48.0
K05,J02,11.49,39.0
K05,J03,14.31,45.0
K05,K01,3.9,9.0
K05,K02,3.42,7.0
K05,K03,2.98,6.0
K05,K04,2.43,4.0
K05,K06,2.04,3.0
K05,K07,4.13,7.0
K05,K08,6.61,10.0
K05,N01,4.29,8.0
K05,N02,4.77,10.0
K05,N03,5.44,12.0
K05,N04,6.11,14.0
K05,N06,11.68,22.0
K05,N07,12.8,24.0
K05,N08,14.1,27.0
K05,N09,15.82,30.0
K05,N10,17.65,34.0
K05,N11,19.84,40.0
K05,N12,21.76,44.0
K06,A01,9.29,22.0
K06,A02,9.37,29.0
K06,A03,9.53,31.0
K06,A04,9.97,33.0
K06,A05,10.27,36.0
K06,A06,10.56,38.0
K06,A07,10.8,40.0
K06,A08,11.26,42.0
K06,A09,12.5,45.0
K06,A10,13.37,47.0
K06,A11,15.31,50.0
K06,A12,16.49,53.0
K06,A13,17.43,56.0
K06,A14,18.99,59.0
K06,A15,21.49,63.0
K06,B01,9.57,29.0
K06,B02,9.92,31.0
K06,B03,10.5,33.0
K06,B04,11.73,37.0
K06,B05,12.27,39.0
K06,B06,12.85,42.0
K06,B07,13.78,45.0
K06,B08,14.52,48.0
K06,B09,15.61,51.0
K06,B10,16.86,54.0
K06,B11,18.37,58.0
K06,B35,10.95,35.0
K06,C01,9.29,22.0
K06,C02,8.91,21.0
K06,C03,8.54,20.0
K06,C04,8.01,18.0
K06,C05,6.79,15.0
K06,C06,7.51,22.0
K06,C07,8.53,25.0
K06,C08,8.78,26.0
K06,C09,9.42,28.0
K06,C10,9.92,30.0
K06,C11,10.99,33.0
K06,C12,11.92,35.0
K06,C13,12.27,37.0
K06,C14,12.59,44.0
K06,C15,12.94,45.0
K06,D01,9.44,23.0
K06,D02,9.63,25.0
K06,D03,10.07,27.0
K06,D04,10.4,29.0
K06,D05,10.97,31.0
K06,D06,11.48,33.0
K06,D07,12.08,35.0
K06,D08,12.64,36.0
K06,D09,14.49,40.0
K06,D10,15.25,42.0
K06,D11,16.34,44.0
K06,D12,18.0,47.0
K06,D13,19.32,50.0
K06,E01,9.88,36.0
K06,E02,10.14,37.0
K06,E03,10.24,39.0
K06,E04,10.62,41.0
K06,E05,11.38,44.0
K06,E06,12.85,42.0
K06,E07,14.73,50.0
K06,E08,15.81,53.0
K06,E09,17.65,56.0
K06,E10,19.76,59.0
K06,F01,9.57,29.0
K06,F02,9.78,34.0
K06,F03,10.07,27.0
K06,F04,10.63,34.0
K06,F05,11.25,36.0
K06,F06,12.21,38.0
K06,F07,13.22,41.0
K06,F08,14.13,43.0
K06,F09,15.13,46.0
K06,F10,16.53,48.0
K06,F11,18.12,51.0
K06,G01,14.94,44.0
K06,G02,16.4,47.0
K06,G03,17.38,50.0
K06,G04,18.84,53.0
K06,G05,20.15,56.0
K06,J02,13.3,42.0
K06,J03,15.88,48.0
K06,K01,5.83,12.0
K06,K02,5.37,10.0
K06,K03,4.96,9.0
K06,K04,4.43,7.0
K06,K05,2.04,3.0
K06,K07,2.38,4.0
K06,K08,4.83,7.0
K06,N01,4.36,16.0
K06,N02,4.8,18.0
K06,N03,5.47,20.0
K06,N04,6.13,22.0
K06,N06,11.71,30.0
K06,N07,12.84,32.0
K06,N08,14.15,35.0
K06,N09,15.86,38.0
K06,N10,17.7,42.0
K06,N11,19.87,48.0
K06,N12,21.79,52.0
K07,A01,11.53,26.0
K07,A02,11.63,33.0
K07,A03,11.82,35.0
K07,A04,12.31,37.0
K07,A05,12.63,40.0
K07,A06,12.94,42.0
K07,A07,13.18,44.0
K07,A08,13.64,46.0
K07,A09,14.84,49.0
K07,A10,15.67,51.0
K07,A11,17.54,54.0
K07,A12,18.66,57.0
K07,A13,19.56,60.0
K07,A14,21.01,63.0
K07,A15,23.42,67.0
K07,B01,11.82,33.0
K07,B02,12.16,35.0
K07,B03,12.74,37.0
K07,B04,14.03,41.0
K07,B05,14.6,43.0
K07,B06,15.21,46.0
K07,B07,16.16,49.0
K07,B08,16.9,52.0
K07,B09,17.95,55.0
K07,B10,19.17,58.0
K07,B11,20.64,62.0
K07,B35,13.22,39.0
K07,C01,11.53,26.0
K07,C02,11.17,25.0
K07,C03,10.8,24.0
K07,C04,10.27,22.0
K07,C05,9.03,19.0
K07,C06,9.69,26.0
K07,C07,10.62,29.0
K07,C08,10.82,30.0
K07,C09,11.44,32.0
K07,C10,11.92,34.0
K07,C11,12.86,37.0
K07,C12,13.66,39.0
K07,C13,13.94,41.0
K07,C14,14.18,48.0
K07,C15,14.48,49.0
K07,D01,11.67,27.0
K07,D02,11.84,29.0
K07,D03,12.26,31.0
K07,D04,12.59,33.0
K07,D05,13.17,35.0
K07,D06,13.67,37.0
K07,D07,14.27,39.0
K07,D08,14.85,40.0
K07,D09,16.73,44.0
K07,D10,17.51,46.0
K07,D11,18.63,48.0
K07,D12,20.31,51.0
K07,D13,21.65,54.0
K07,E01,12.16,40.0
K07,E02,12.43,41.0
K07,E03,12.55,43.0
K07,E04,12.95,45.0
K07,E05,13.74,48.0
K07,E06,15.21,46.0
K07,E07,17.09,54.0
K07,E08,18.17,57.0
K07,E09,20.02,60.0
K07,E10,22.14,63.0
K07,F01,11.82,33.0
K07,F02,12.01,38.0
K07,F03,12.26,31.0
K07,F04,12.78,38.0
K07,F05,13.41,40.0
K07,F06,14.31,42.0
K07,F07,15.25,45.0
K07,F08,16.16,47.0
K07,F09,17.21,50.0
K07,F10,18.6,52.0
K07,F11,20.14,55.0
K07,G01,17.16,48.0
K07,G02,18.62,51.0
K07,G03,19.59,54.0
K07,G04,21.07,57.0
K07,G05,22.39,60.0
K07,J02,14.57,46.0
K07,J03,16.76,52.0
K07,K01,8.03,16.0
K07,K02,7.55,14.0
K07,K03,7.11,13.0
K07,K04,6.55,11.0
K07,K05,4.13,7.0
K07,K06,2.38,4.0
K07,K08,2.48,3.0
K07,N01,6.04,20.0
K07,N02,6.18,22.0
K07,N03,6.58,24.0
K07,N04,7.23,26.0
K07,N06,12.3,34.0
K07,N07,13.4,36.0
K07,N08,14.65,39.0
K07,N09,16.35,42.0
K07,N10,18.13,46.0
K07,N11,20.43,52.0
K07,N12,22.35,56.0
K08,A01,14.01,29.0
K08,A02,14.12,36.0
K08,A03,14.31,38.0
K08,A04,14.78,40.0
K08,A05,15.09,43.0
K08,A06,15.39,45.0
K08,A07,15.6,47.0
K08,A08,16.03,49.0
K08,A09,17.15,52.0
K08,A10,17.93,54.0
K08,A11,19.69,57.0
K08,A12,20.74,60.0
K08,A13,21.57,63.0
K08,A14,22.9,66.0
K08,A15,25.19,70.0
K08,B01,14.3,36.0
K08,B02,14.64,38.0
K08,B03,15.22,40.0
K08,B04,16.52,44.0
K08,B05,17.08,46.0
K08,B06,17.68,49.0
K08,B07,18.58,52.0
K08,B08,19.28,55.0
K08,B09,20.27,58.0
K08,B10,21.43,61.0
K08,B11,22.83,65.0
K08,B35,15.7,42.0
K08,C01,14.01,29.0
K08,C02,13.66,28.0
K08,C03,13.28,27.0
K08,C04,12.76,25.0
K08,C05,11.52,22.0
K08,C06,12.16,29.0
K08,C07,13.07,32.0
K08,C08,13.25,33.0
K08,C09,13.87,35.0
K08,C10,14.34,37.0
K08,C11,15.22,40.0
K08,C12,15.94,42.0
K08,C13,16.18,44.0
K08,C14,16.37,51.0
K08,C15,16.64,52.0
K08,D01,14.15,30.0
K08,D02,14.31,32.0
K08,D03,14.73,34.0
K08,D04,15.06,36.0
K08,D05,15.64,38.0
K08,D06,16.14,40.0
K08,D07,16.73,42.0
K08,D08,17.32,43.0
K08,D09,19.21,47.0
K08,D10,20.0,49.0
K08,D11,21.11,51.0
K08,D12,22.79,54.0
K08,D13,24.13,57.0
K08,E01,14.64,43.0
K08,E02,14.92,44.0
K08,E03,15.03,46.0
K08,E04,15.43,48.0
K08,E05,16.21,51.0
K08,E06,17.68,49.0
K08,E07,19.56,57.0
K08,E08,20.64,60.0
K08,E09,22.48,63.0
K08,E10,24.58,66.0
K08,F01,14.3,36.0
K08,F02,14.48,41.0
K08,F03,14.73,34.0
K08,F04,15.24,41.0
K08,F05,15.87,43.0
K08,F06,16.76,45.0
K08,F07,17.66,48.0
K08,F08,18.56,50.0
K08,F09,19.64,53.0
K08,F10,21.03,55.0
K08,F11,22.54,58.0
K08,G01,19.63,51.0
K08,G02,21.09,54.0
K08,G03,22.06,57.0
K08,G04,23.55,60.0
K08,G05,24.87,63.0
K08,J02,16.6,49.0
K08,J03,18.42,55.0
K08,K01,10.51,19.0
K08,K02,10.02,17.0
K08,K03,9.58,16.0
K08,K04,9.02,14.0
K08,K05,6.61,10.0
K08,K06,4.83,7.0
K08,K07,2.48,3.0
K08,N01,8.13,23.0
K08,N02,8.16,25.0
K08,N03,8.34,27.0
K08,N04,8.82,29.0
K08,N06,12.81,37.0
K08,N07,13.85,39.0
K08,N08,15.01,42.0
K08,N09,16.68,45.0
K08,N10,18.37,49.0
K08,N11,20.78,55.0
K08,N12,22.7,59.0
N01,A01,11.24,27.0
N01,A02,11.3,34.0
N01,A03,11.42,36.0
N01,A04,11.74,38.0
N01,A05,11.96,41.0
N01,A06,12.18,43.0
N01,A07,12.33,45.0
N01,A08,12.69,47.0
N01,A09,13.71,50.0
N01,A10,14.47,52.0
N01,A11,16.23,55.0
N01,A12,17.32,58.0
N01,A13,18.2,61.0
N01,A14,19.64,64.0
N01,A15,22.05,68.0
N01,B01,11.52,34.0
N01,B02,11.88,36.0
N01,B03,12.44,38.0
N01,B04,13.55,42.0
N01,B05,14.03,44.0
N01,B06,14.5,47.0
N01,B07,15.27,50.0
N01,B08,15.88,53.0
N01,B09,16.82,56.0
N01,B10,17.96,59.0
N01,B11,19.37,63.0
N01,B35,12.85,40.0
N01,C01,11.24,27.0
N01,C02,10.85,26.0
N01,C03,10.48,25.0
N01,C04,9.96,23.0
N01,C05,8.78,20.0
N01,C06,9.57,27.0
N01,C07,10.65,30.0
N01,C08,10.94,31.0
N01,C09,11.58,33.0
N01,C10,12.08,35.0
N01,C11,13.21,38.0
N01,C12,14.18,40.0
N01,C13,14.55,42.0
N01,C14,14.87,49.0
N01,C15,15.23,50.0
N01,D01,11.41,28.0
N01,D02,11.64,30.0
N01,D03,12.09,32.0
N01,D04,12.41,34.0
N01,D05,12.98,36.0
N01,D06,13.48,38.0
N01,D07,14.09,40.0
N01,D08,14.62,41.0
N01,D09,16.41,50.0
N01,D10,17.14,52.0
N01,D11,18.2,54.0
N01,D12,19.8,57.0
N01,D13,21.08,60.0
N01,E01,11.78,41.0
N01,E02,12.0,42.0
N01,E03,12.08,44.0
N01,E04,12.39,46.0
N01,E05,13.1,49.0
N01,E06,14.5,47.0
N01,E07,16.4,55.0
N01,E08,17.44,58.0
N01,E09,19.26,61.0
N01,E10,21.26,64.0
N01,F01,11.52,34.0
N01,F02,11.76,39.0
N01,F03,12.09,32.0
N01,F04,12.68,39.0
N01,F05,13.3,41.0
N01,F06,14.29,43.0
N01,F07,15.35,46.0
N01,F08,16.27,48.0
N01,F09,17.22,51.0
N01,F10,18.62,53.0
N01,F11,20.24,56.0
N01,G01,16.89,44.0
N01,G02,18.35,47.0
N01,G03,19.33,50.0
N01,G04,20.77,53.0
N01,G05,22.05,56.0
N01,J02,15.58,47.0
N01,J03,18.08,53.0
N01,K01,7.88,17.0
N01,K02,7.46,15.0
N01,K03,7.08,14.0
N01,K04,6.58,12.0
N01,K05,4.29,8.0
N01,K06,4.36,16.0
N01,K07,6.04,20.0
N01,K08,8.13,23.0
N01,N02,0.65,2.0
N01,N03,1.34,4.0
N01,N04,1.9,6.0
N01,N06,7.55,14.0
N01,N07,8.68,16.0
N01,N08,10.01,19.0
N01,N09,11.72,22.0
N01,N10,13.6,26.0
N01,N11,15.67,32.0
N01,N12,17.59,36.0
N02,A01,11.84,29.0
N02,A02,11.9,36.0
N02,A03,12.03,38.0
N02,A04,12.37,40.0
N02,A05,12.6,43.0
N02,A06,12.83,45.0
N02,A07,12.98,47.0
N02,A08,13.34,49.0
N02,A09,14.35,52.0
N02,A10,15.11,54.0
N02,A11,16.84,57.0
N02,A12,17.91,60.0
N02,A13,18.77,63.0
N02,A14,20.18,66.0
N02,A15,22.56,70.0
N02,B01,12.12,36.0
N02,B02,12.48,38.0
N02,B03,13.05,40.0
N02,B04,14.18,44.0
N02,B05,14.66,46.0
N02,B06,15.14,49.0
N02,B07,15.91,52.0
N02,B08,16.53,55.0
N02,B09,17.47,58.0
N02,B10,18.59,61.0
N02,B11,19.99,65.0
N02,B35,13.46,42.0
N02,C01,11.84,29.0
N02,C02,11.45,28.0
N02,C03,11.08,27.0
N02,C04,10.56,25.0
N02,C05,9.37,22.0
N02,C06,10.14,29.0
N02,C07,11.2,32.0
N02,C08,11.48,33.0
N02,C09,12.12,35.0
N02,C10,12.62,37.0
N02,C11,13.72,40.0
N02,C12,14.66,42.0
N02,C13,15.0,44.0
N02,C14,15.31,51.0
N02,C15,15.66,52.0
N02,D01,12.01,30.0
N02,D02,12.22,32.0
N02,D03,12.67,34.0
N02,D04,13.0,36.0
N02,D05,13.57,38.0
N02,D06,14.07,40.0
N02,D07,14.68,42.0
N02,D08,15.22,43.0
N02,D09,17.02,52.0
N02,D10,17.75,54.0
N02,D11,18.82,56.0
N02,D12,20.43,59.0
N02,D13,21.71,62.0
N02,E01,12.39,43.0
N02,E02,12.62,44.0
N02,E03,12.7,46.0
N02,E04,13.02,48.0
N02,E05,13.73,51.0
N02,E06,15.14,49.0
N02,E07,17.04,57.0
N02,E08,18.08,60.0
N02,E09,19.9,63.0
N02,E10,21.91,66.0
N02,F01,12.12,36.0
N02,F02,12.35,41.0
N02,F03,12.67,34.0
N02,F04,13.26,41.0
N02,F05,13.88,43.0
N02,F06,14.86,45.0
N02,F07,15.9,48.0
N02,F08,16.82,50.0
N02,F09,17.79,53.0
N02,F10,19.19,55.0
N02,F11,20.8,58.0
N02,G01,17.5,46.0
N02,G02,18.95,49.0
N02,G03,19.93,52.0
N02,G04,21.38,55.0
N02,G05,22.67,58.0
N02,J02,15.94,49.0
N02,J03,18.35,55.0
N02,K01,8.45,19.0
N02,K02,8.02,17.0
N02,K03,7.63,16.0
N02,K04,7.11,14.0
N02,K05,4.77,10.0
N02,K06,4.8,18.0
N02,K07,6.18,22.0
N02,K08,8.16,25.0
N02,N01,0.65,2.0
N02,N03,0.71,2.0
N02,N04,1.34,4.0
N02,N06,6.97,12.0
N02,N07,8.1,14.0
N02,N08,9.42,17.0
N02,N09,11.14,20.0
N02,N10,13.0,24.0
N02,N11,15.11,30.0
N02,N12,17.03,34.0
N03,A01,12.55,31.0
N03,A02,12.61,38.0
N03,A03,12.74,40.0
N03,A04,13.08,42.0
N03,A05,13.31,45.0
N03,A06,13.53,47.0
N03,A07,13.68,49.0
N03,A08,14.02,51.0
N03,A09,15.0,54.0
N03,A10,15.73,56.0
N03,A11,17.43,59.0
N03,A12,18.46,62.0
N03,A13,19.3,65.0
N03,A14,20.65,68.0
N03,A15,23.0,72.0
N03,B01,12.83,38.0
N03,B02,13.19,40.0
N03,B03,13.76,42.0
N03,B04,14.89,46.0
N03,B05,15.37,48.0
N03,B06,15.84,51.0
N03,B07,16.6,54.0
N03,B08,17.2,57.0
N03,B09,18.11,60.0
N03,B10,19.21,63.0
N03,B11,20.58,67.0
N03,B35,14.17,44.0
N03,C01,12.55,31.0
N03,C02,12.16,30.0
N03,C03,11.79,29.0
N03,C04,11.27,27.0
N03,C05,10.08,24.0
N03,C06,10.84,31.0
N03,C07,11.9,34.0
N03,C08,12.17,35.0
N03,C09,12.81,37.0
N03,C10,13.3,39.0
N03,C11,14.39,42.0
N03,C12,15.31,44.0
N03,C13,15.64,46.0
N03,C14,15.94,53.0
N03,C15,16.28,54.0
N03,D01,12.72,32.0
N03,D02,12.93,34.0
N03,D03,13.38,36.0
N03,D04,13.7,38.0
N03,D05,14.28,40.0
N03,D06,14.78,42.0
N03,D07,15.39,44.0
N03,D08,15.93,45.0
N03,D09,17.73,54.0
N03,D10,18.46,56.0
N03,D11,19.53,58.0
N03,D12,21.14,61.0
N03,D13,22.42,64.0
N03,E01,13.11,45.0
N03,E02,13.33,46.0
N03,E03,13.41,48.0
N03,E04,13.73,50.0
N03,E05,14.44,53.0
N03,E06,15.84,51.0
N03,E07,17.74,59.0
N03,E08,18.78,62.0
N03,E09,20.6,65.0
N03,E10,22.59,68.0
N03,F01,12.83,38.0
N03,F02,13.06,43.0
N03,F03,13.38,36.0
N03,F04,13.96,43.0
N03,F05,14.58,45.0
N03,F06,15.56,47.0
N03,F07,16.59,50.0
N03,F08,17.51,52.0
N03,F09,18.49,55.0
N03,F10,19.89,57.0
N03,F11,21.49,60.0
N03,G01,18.21,48.0
N03,G02,19.67,51.0
N03,G03,20.64,54.0
N03,G04,22.09,57.0
N03,G05,23.38,60.0
N03,J02,16.51,51.0
N03,J03,18.84,57.0
N03,K01,9.15,21.0
N03,K02,8.72,19.0
N03,K03,8.33,18.0
N03,K04,7.8,16.0
N03,K05,5.44,12.0
N03,K06,5.47,20.0
N03,K07,6.58,24.0
N03,K08,8.34,27.0
N03,N01,1.34,4.0
N03,N02,0.71,2.0
N03,N04,0.69,2.0
N03,N06,6.27,10.0
N03,N07,7.39,12.0
N03,N08,8.72,15.0
N03,N09,10.43,18.0
N03,N10,12.29,22.0
N03,N11,14.42,28.0
N03,N12,16.34,32.0
N04,A01,13.14,33.0
N04,A02,13.2,40.0
N04,A03,13.32,42.0
N04,A04,13.63,44.0
N04,A05,13.84,47.0
N04,A06,14.04,49.0
N04,A07,14.17,51.0
N04,A08,14.49,53.0
N04,A09,15.41,56.0
N04,A10,16.1,58.0
N04,A11,17.72,61.0
N04,A12,18.72,64.0
N04,A13,19.53,67.0
N04,A14,20.83,70.0
N04,A15,23.14,74.0
N04,B01,13.42,40.0
N04,B02,13.78,42.0
N04,B03,14.35,44.0
N04,B04,15.44,48.0
N04,B05,15.91,50.0
N04,B06,16.35,53.0
N04,B07,17.07,56.0
N04,B08,17.63,59.0
N04,B09,18.5,62.0
N04,B10,19.55,65.0
N04,B11,20.89,69.0
N04,B35,14.75,46.0
N04,C01,13.14,33.0
N04,C02,12.75,32.0
N04,C03,12.38,31.0
N04,C04,11.86,29.0
N04,C05,10.69,26.0
N04,C06,11.46,33.0
N04,C07,12.54,36.0
N04,C08,12.81,37.0
N04,C09,13.45,39.0
N04,C10,13.95,41.0
N04,C11,15.05,44.0
N04,C12,15.98,46.0
N04,C13,16.32,48.0
N04,C14,16.62,55.0
N04,C15,16.96,56.0
N04,D01,13.32,34.0
N04,D02,13.54,36.0
N04,D03,13.99,38.0
N04,D04,14.31,40.0
N04,D05,14.88,42.0
N04,D06,15.38,44.0
N04,D07,15.99,46.0
N04,D08,16.53,47.0
N04,D09,18.32,56.0
N04,D10,19.03,58.0
N04,D11,20.09,60.0
N04,D12,21.68,63.0
N04,D13,22.95,66.0
N04,E01,13.69,47.0
N04,E02,13.9,48.0
N04,E03,13.98,50.0
N04,E04,14.28,52.0
N04,E05,14.97,55.0
N04,E06,16.35,53.0
N04,E07,18.25,61.0
N04,E08,19.28,64.0
N04,E09,21.09,67.0
N04,E10,23.05,70.0
N04,F01,13.42,40.0
N04,F02,13.66,45.0
N04,F03,13.99,38.0
N04,F04,14.58,45.0
N04,F05,15.2,47.0
N04,F06,16.19,49.0
N04,F07,17.23,52.0
N04,F08,18.15,54.0
N04,F09,19.12,57.0
N04,F10,20.52,59.0
N04,F11,22.13,62.0
N04,G01,18.8,50.0
N04,G02,20.25,53.0
N04,G03,21.23,56.0
N04,G04,22.67,59.0
N04,G05,23.95,62.0
N04,J02,17.2,53.0
N04,J03,19.51,59.0
N04,K01,9.77,23.0
N04,K02,9.35,21.0
N04,K03,8.96,20.0
N04,K04,8.45,18.0
N04,K05,6.11,14.0
N04,K06,6.13,22.0
N04,K07,7.23,26.0
N04,K08,8.82,29.0
N04,N01,1.9,6.0
N04,N02,1.34,4.0
N04,N03,0.69,2.0
N04,N06,5.65,8.0
N04,N07,6.77,10.0
N04,N08,8.11,13.0
N04,N09,9.82,16.0
N04,N10,11.7,20.0
N04,N11,13.78,26.0
N04,N12,15.7,30.0
N06,A01,18.79,41.0
N06,A02,18.84,48.0
N06,A03,18.95,50.0
N06,A04,19.24,52.0
N06,A05,19.42,55.0
N06,A06,19.59,57.0
N06,A07,19.69,59.0
N06,A08,19.95,61.0
N06,A09,20.68,64.0
N06,A10,21.23,66.0
N06,A11,22.52,69.0
N06,A12,23.29,72.0
N06,A13,23.92,75.0
N06,A14,24.85,78.0
N06,A15,26.75,82.0
N06,B01,19.07,48.0
N06,B02,19.43,50.0
N06,B03,19.99,52.0
N06,B04,21.06,56.0
N06,B05,21.49,58.0
N06,B06,21.88,61.0
N06,B07,22.48,64.0
N06,B08,22.93,67.0
N06,B09,23.63,70.0
N06,B10,24.5,73.0
N06,B11,25.65,77.0
N06,B35,20.38,54.0
N06,C01,18.79,41.0
N06,C02,18.4,40.0
N06,C03,18.02,39.0
N06,C04,17.51,37.0
N06,C05,16.34,34.0
N06,C06,17.11,41.0
N06,C07,18.17,44.0
N06,C08,18.42,45.0
N06,C09,19.06,47.0
N06,C10,19.56,49.0
N06,C11,20.6,52.0
N06,C12,21.46,54.0
N06,C13,21.76,56.0
N06,C14,22.0,63.0
N06,C15,22.31,64.0
N06,D01,18.97,42.0
N06,D02,19.19,44.0
N06,D03,19.64,46.0
N06,D04,19.96,48.0
N06,D05,20.53,50.0
N06,D06,21.03,52.0
N06,D07,21.64,54.0
N06,D08,22.18,55.0
N06,D09,23.95,64.0
N06,D10,24.66,66.0
N06,D11,25.71,68.0
N06,D12,27.26,71.0
N06,D13,28.5,74.0
N06,E01,19.32,55.0
N06,E02,19.53,56.0
N06,E03,19.6,58.0
N06,E04,19.88,60.0
N06,E05,20.55,63.0
N06,E06,21.88,61.0
N06,E07,23.77,69.0
N06,E08,24.77,72.0
N06,E09,26.54,75.0
N06,E10,28.38,78.0
N06,F01,19.07,48.0
N06,F02,19.31,53.0
N06,F03,19.64,46.0
N06,F04,20.23,53.0
N06,F05,20.84,55.0
N06,F06,21.83,57.0
N06,F07,22.86,60.0
N06,F08,23.77,62.0
N06,F09,24.76,65.0
N06,F10,26.16,67.0
N06,F11,27.76,70.0
N06,G01,24.44,58.0
N06,G02,25.89,61.0
N06,G03,26.87,64.0
N06,G04,28.3,67.0
N06,G05,29.58,70.0
N06,J02,22.36,61.0
N06,J03,24.27,67.0
N06,K01,15.42,31.0
N06,K02,14.98,29.0
N06,K03,14.59,28.0
N06,K04,14.07,26.0
N06,K05,11.68,22.0
N06,K06,11.71,30.0
N06,K07,12.3,34.0
N06,K08,12.81,37.0
N06,N01,7.55,14.0
N06,N02,6.97,12.0
N06,N03,6.27,10.0
N06,N04,5.65,8.0
N06,N07,1.13,2.0
N06,N08,2.46,5.0
N06,N09,4.17,8.0
N06,N10,6.06,12.0
N06,N11,8.16,18.0
N06,N12,10.09,22.0
N07,A01,19.91,43.0
N07,A02,19.96,50.0
N07,A03,20.07,52.0
N07,A04,20.35,54.0
N07,A05,20.53,57.0
N07,A06,20.7,59.0
N07,A07,20.79,61.0
N07,A08,21.04,63.0
N07,A09,21.74,66.0
N07,A10,22.27,68.0
N07,A11,23.52,71.0
N07,A12,24.25,74.0
N07,A13,24.85,77.0
N07,A14,25.71,80.0
N07,A15,27.53,84.0
N07,B01,20.19,50.0
N07,B02,20.55,52.0
N07,B03,21.11,54.0
N07,B04,22.17,58.0
N07,B05,22.6,60.0
N07,B06,22.98,63.0
N07,B07,23.56,66.0
N07,B08,23.99,69.0
N07,B09,24.67,72.0
N07,B10,25.51,75.0
N07,B11,26.62,79.0
N07,B35,21.5,56.0
N07,C01,19.91,43.0
N07,C02,19.52,42.0
N07,C03,19.15,41.0
N07,C04,18.63,39.0
N07,C05,17.46,36.0
N07,C06,18.24,43.0
N07,C07,19.29,46.0
N07,C08,19.55,47.0
N07,C09,20.19,49.0
N07,C10,20.68,51.0
N07,C11,21.72,54.0
N07,C12,22.57,56.0
N07,C13,22.86,58.0
N07,C14,23.11,65.0
N07,C15,23.41,66.0
N07,D01,20.09,44.0
N07,D02,20.31,46.0
N07,D03,20.76,48.0
N07,D04,21.09,50.0
N07,D05,21.66,52.0
N07,D06,22.16,54.0
N07,D07,22.77,56.0
N07,D08,23.3,57.0
N07,D09,25.07,66.0
N07,D10,25.78,68.0
N07,D11,26.82,70.0
N07,D12,28.37,73.0
N07,D13,29.6,76.0
N07,E01,20.44,57.0
N07,E02,20.65,58.0
N07,E03,20.72,60.0
N07,E04,20.99,62.0
N07,E05,21.65,65.0
N07,E06,22.98,63.0
N07,E07,24.87,71.0
N07,E08,25.86,74.0
N07,E09,27.62,77.0
N07,E10,29.44,80.0
N07,F01,20.19,50.0
N07,F02,20.43,55.0
N07,F03,20.76,48.0
N07,F04,21.35,55.0
N07,F05,21.97,57.0
N07,F06,22.95,59.0
N07,F07,23.98,62.0
N07,F08,24.9,64.0
N07,F09,25.88,67.0
N07,F10,27.28,69.0
N07,F11,28.89,72.0
N07,G01,25.56,60.0
N07,G02,27.02,63.0
N07,G03,28.0,66.0
N07,G04,29.42,69.0
N07,G05,30.69,72.0
N07,J02,23.44,63.0
N07,J03,25.3,69.0
N07,K01,16.55,33.0
N07,K02,16.11,31.0
N07,K03,15.72,30.0
N07,K04,15.19,28.0
N07,K05,12.8,24.0
N07,K06,12.84,32.0
N07,K07,13.4,36.0
N07,K08,13.85,39.0
N07,N01,8.68,16.0
N07,N02,8.1,14.0
N07,N03,7.39,12.0
N07,N04,6.77,10.0
N07,N06,1.13,2.0
N07,N08,1.35,3.0
N07,N09,3.05,6.0
N07,N10,4.95,10.0
N07,N11,7.04,16.0
N07,N12,8.97,20.0
N08,A01,21.25,46.0
N08,A02,21.3,53.0
N08,A03,21.41,55.0
N08,A04,21.7,57.0
N08,A05,21.87,60.0
N08,A06,22.04,62.0
N08,A07,22.14,64.0
N08,A08,22.39,66.0
N08,A09,23.08,69.0
N08,A10,23.61,71.0
N08,A11,24.82,74.0
N08,A12,25.53,77.0
N08,A13,26.11,80.0
N08,A14,26.93,83.0
N08,A15,28.67,87.0
N08,B01,21.53,53.0
N08,B02,21.89,55.0
N08,B03,22.45,57.0
N08,B04,23.51,61.0
N08,B05,23.95,63.0
N08,B06,24.33,66.0
N08,B07,24.9,69.0
N08,B08,25.33,72.0
N08,B09,26.0,75.0
N08,B10,26.82,78.0
N08,B11,27.91,82.0
N08,B35,22.84,59.0
N08,C01,21.25,46.0
N08,C02,20.86,45.0
N08,C03,20.48,44.0
N08,C04,19.97,42.0
N08,C05,18.79,39.0
N08,C06,19.56,46.0
N08,C07,20.61,49.0
N08,C08,20.86,50.0
N08,C09,21.49,52.0
N08,C10,21.99,54.0
N08,C11,23.01,57.0
N08,C12,23.84,59.0
N08,C13,24.12,61.0
N08,C14,24.35,68.0
N08,C15,24.64,69.0
N08,D01,21.42,47.0
N08,D02,21.64,49.0
N08,D03,22.09,51.0
N08,D04,22.42,53.0
N08,D05,22.99,55.0
N08,D06,23.49,57.0
N08,D07,24.1,59.0
N08,D08,24.63,60.0
N08,D09,26.41,69.0
N08,D10,27.12,71.0
N08,D11,28.16,73.0
N08,D12,29.72,76.0
N08,D13,30.95,79.0
N08,E01,21.78,60.0
N08,E02,21.99,61.0
N08,E03,22.06,63.0
N08,E04,22.34,65.0
N08,E05,23.0,68.0
N08,E06,24.33,66.0
N08,E07,26.22,74.0
N08,E08,27.21,77.0
N08,E09,28.97,80.0
